device_brand,os,screen_size,4g,5g,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,normalized_used_price,normalized_new_price,price_drop_percent
LG,Android,12.83,yes,no,13.0,2.1,32.0,4,3000,149,2014,909,4.533459338,5.702314731,20.49791090354322
LG,Android,12.83,yes,no,13.0,2.1,16.0,4,3000,149,2014,688,4.415944853,5.699707517,22.52330773414316
LG,Android,10.34,yes,no,8.0,1.3,32.0,4,3000,136,2014,980,3.763986927,4.864066907,22.616464802670524
LG,Android,25.43,yes,no,5.0,1.3,16.0,4,8000,535,2014,569,5.045229939,5.600974255,9.922279423153665
LG,Android,25.43,no,no,5.0,1.3,16.0,4,8000,523,2014,910,4.803283068,5.566166561,13.705725199551754
LG,Android,20.32,no,no,5.0,1.3,16.0,4,4200,342,2014,782,4.326381781,5.400241986,19.885408983226256
LG,Android,17.78,no,no,3.15,1.3,32.0,4,4000,293,2014,1015,4.25177557,5.071604954,16.16508760906931
LG,Android,12.7,no,no,5.0,0.3,16.0,4,2540,140,2014,722,3.762129916,4.786491242,21.401090573644886
LG,Android,10.34,yes,no,5.0,0.3,32.0,4,2440,123,2014,1005,4.322143925,5.389710795,19.80749822403041
LG,Android,10.24,no,no,5.0,0.3,16.0,4,2100,126,2014,751,3.988984047,5.017478493,20.49823327463936
LG,Android,20.4,yes,no,5.0,1.3,16.0,4,4600,339,2014,996,4.68203863,5.38609928,13.071809734632293
LG,Android,10.29,yes,no,5.0,0.3,16.0,4,2440,129,2014,592,3.354105774,5.291494141,36.61325734046579
LG,Android,10.34,yes,no,13.0,1.3,32.0,4,2440,121,2014,632,4.261975404,5.477968695,22.1978868208921
LG,Android,10.34,yes,no,8.0,1.3,32.0,4,2440,121,2014,888,4.071417058,5.194344776,21.61827461258225
LG,Android,10.34,no,no,8.0,1.3,32.0,4,2440,121,2014,646,3.597312261,5.073171813,29.091456122540755
LG,Android,10.34,no,no,5.0,0.3,32.0,4,2540,125,2014,597,3.867025639,5.669984366,31.798301558138732
LG,Android,10.34,no,no,5.0,1.3,32.0,4,2540,126,2014,1018,4.146620707,5.136092511,19.26506973698083
LG,Android,10.29,no,no,5.0,0.3,16.0,4,2100,124,2014,1091,3.442339325,5.012167453,31.320344795351758
LG,Android,10.29,no,no,5.0,0.3,16.0,4,2100,126,2014,601,3.776890331,4.859579819,22.279487699057796
LG,Android,7.75,no,no,3.15,1.3,16.0,4,2540,114,2014,646,3.225255432,4.377767578,26.326480916708007
LG,Android,7.75,no,no,3.15,1.3,16.0,4,2540,113,2014,778,3.047850228,4.506233438,32.36368532756868
LG,Android,12.93,yes,no,13.0,2.1,16.0,4,3200,172,2014,853,4.284551613,5.737475116,25.32339528494436
LG,Android,7.62,no,no,2.0,1.3,16.0,4,1540,104,2014,673,3.676300672,4.511848029,18.51896055960887
LG,Android,10.16,yes,no,5.0,0.3,16.0,4,2460,159,2014,744,4.35105183,5.434813111,19.941095652516175
LG,Android,12.83,yes,no,13.0,2.1,32.0,4,3140,167,2013,662,4.75272775,5.525094309,13.97924661198756
LG,Android,12.57,yes,no,8.0,1.3,16.0,4,2300,130,2013,633,4.241902127,5.566319554,23.7934134781799
LG,Android,15.24,yes,no,13.0,2.1,32.0,4,3500,177,2013,984,4.238444906,5.885715067,27.98759610766594
LG,Others,10.16,no,no,5.0,1.3,16.0,4,1540,122,2013,1093,3.884651809,5.012433676,22.499686577399007
LG,Android,12.83,no,no,8.0,1.3,32.0,4,3140,161,2013,803,4.271653577,5.522380495,22.648329269097196
LG,Android,12.83,no,no,8.0,1.3,32.0,4,3140,161,2013,670,4.543188394,5.482886396,17.138746531125452
LG,Android,7.67,no,no,3.15,1.3,16.0,4,1540,110,2013,949,3.081451149,4.254051208,27.5643146183773
LG,Android,20.4,no,no,5.0,1.3,16.0,4,4600,338,2013,780,4.618382517,5.708670509,19.098807511856002
LG,Android,12.75,yes,no,13.0,2.1,16.0,4,3000,143,2013,1077,4.098502572,5.600309066,26.81649309531161
LG,Android,10.34,no,no,8.0,1.3,32.0,4,2150,120,2013,880,4.023385473,5.524895015,27.177159709341552
LG,Android,10.16,yes,no,5.0,0.3,32.0,4,2460,169,2013,914,4.423408472,5.561950057,20.470187134583966
LG,Android,10.34,no,no,13.0,1.3,16.0,4,2280,141,2013,668,4.339249605,5.59456267,22.438091036702964
LG,Android,7.82,no,no,3.15,1.3,16.0,4,1700,125,2013,592,3.479700443,4.704381836,26.03278040970651
LG,Android,7.82,no,no,3.15,1.3,16.0,4,1700,125,2013,1008,3.493472658,4.698387268,25.645280843630964
LG,Android,7.67,no,no,3.15,1.3,16.0,4,1540,110,2013,941,3.291382516,4.083620599,19.40038413935916
LG,Android,10.16,yes,no,5.0,0.3,16.0,4,2460,113,2013,703,3.815732345,4.596230344,16.981263787592287
LG,Android,10.24,yes,no,5.0,1.3,32.0,4,2460,129,2013,718,4.527640983,5.598162666,19.122732704816332
LG,Android,10.34,yes,no,8.0,1.3,32.0,4,2540,133,2013,970,4.305415532,5.006560336,14.004521207072498
LG,Android,10.29,yes,no,5.0,1.3,16.0,4,2460,126,2013,910,4.236711804,5.308465698,20.18952282961517
LG,Android,10.24,yes,no,5.0,1.3,32.0,4,2150,131,2013,646,3.911822985,5.400873955,27.570555847197138
LG,Android,12.83,yes,no,13.0,2.1,16.0,4,3140,172,2013,733,4.80811103,5.990789319,19.741610429348498
LG,Android,10.24,no,no,8.0,0.3,16.0,4,2460,115,2013,644,3.850785696,5.01535746,23.220114882898095
LG,Android,10.24,no,no,8.0,0.3,16.0,4,2460,118,2013,565,3.746676553,5.199380619,27.93994462900852
LG,Android,10.16,no,no,5.0,1.3,16.0,4,1700,100,2013,723,3.911222685,4.786074072,18.279102534541803
LG,Android,10.16,no,no,5.0,1.3,16.0,4,1700,103,2013,1057,3.278276168,4.954770161,33.83595885427792
LG,Android,7.67,no,no,3.15,1.3,16.0,4,1540,110,2013,810,3.702782359,4.509979999,17.898031480826525
LG,Android,7.67,no,no,3.15,1.3,16.0,4,1540,107,2013,1054,3.403527997,4.498697941,24.344153761000417
LG,Android,7.62,no,no,2.0,1.3,16.0,4,1540,105,2013,631,3.280159053,4.063885355,19.28514791973013
LG,Others,5.13,no,no,1.3,1.3,16.0,4,1700,92,2013,766,2.945491057,3.664330581,19.617212697109554
LG,Others,5.13,no,no,1.3,1.3,128.0,4,1500,97,2013,564,3.940999114,4.50335892,12.48756352735927
Meizu,Android,15.29,yes,no,,20.0,64.0,4,4000,170,2019,295,4.854682992,5.296114943,8.335014548418199
Meizu,Android,13.84,yes,no,13.0,13.0,32.0,4,3000,150,2018,635,4.515901718,4.700298531,3.9230872631566336
Meizu,Android,13.84,yes,no,13.0,8.0,16.0,4,3000,150,2018,698,4.164803026,4.490993141,7.2632067063760255
Meizu,Android,15.24,yes,no,13.0,8.0,64.0,4,3600,168,2018,605,4.608265391,5.299566586,13.044485502384823
Meizu,Android,15.29,yes,no,13.0,20.0,128.0,4,3210,160,2018,653,4.727830199,5.296014717,10.728529816508074
Meizu,Android,12.88,yes,no,13.0,5.0,64.0,4,3100,159,2018,712,4.529476342,5.000248201,9.414969819015193
Meizu,Android,12.88,yes,no,13.0,5.0,32.0,4,3200,145,2018,606,4.266054458,4.601764393,7.295243874516191
Meizu,Android,15.24,yes,no,13.0,20.0,64.0,4,3100,154,2018,726,4.979007019,5.701880667,12.67781088761955
Meizu,Android,15.24,yes,no,13.0,20.0,128.0,4,3010,152,2018,576,4.68914362,6.012369508,22.008392635205276
Meizu,Android,15.37,yes,no,13.0,20.0,256.0,4,3570,182,2018,513,4.936486295,6.17674007,20.079423141404753
Meizu,Android,13.84,yes,no,13.0,8.0,16.0,4,3070,140,2018,564,4.463030419,4.941070831,9.674834228256794
Meizu,Android,12.88,yes,no,13.0,8.0,32.0,4,3300,145,2018,520,4.194039056,4.864992762,13.791463601770507
Meizu,Android,15.11,yes,no,13.0,20.0,64.0,4,3500,177,2018,530,4.660604893,6.175347384,24.528862860810356
Meizu,Android,13.87,yes,no,13.0,20.0,64.0,4,3000,152,2018,588,4.543081994,5.991264527,24.171567228815842
Meizu,Android,13.87,yes,no,12.0,20.0,64.0,4,3000,145,2018,722,4.994980054,5.483842121,8.914590468021249
Meizu,Android,15.21,yes,no,13.0,8.0,64.0,4,3360,160,2018,637,4.825670246,5.62948987,14.278729379790144
Meizu,Android,12.88,yes,no,16.0,8.0,32.0,4,3000,160,2018,675,4.434856248,5.003677814,11.368069391048119
Meizu,Android,12.75,yes,no,13.0,8.0,32.0,4,3070,143,2017,764,4.293195421,4.871756295,11.875817240566626
Meizu,Android,12.83,yes,no,12.5,16.0,16.0,4,4000,173,2017,786,4.537426534,5.144524956,11.800864553916647
Meizu,Android,12.88,yes,no,12.0,16.0,64.0,4,3500,170,2017,848,5.202687136,6.214668097,16.283749111050877
Meizu,Android,12.75,yes,no,12.0,16.0,64.0,4,3000,163,2017,785,5.010768619,5.992014396,16.375891514129798
Meizu,Android,12.7,yes,no,8.0,5.0,16.0,4,3235,135,2017,801,3.947969132,4.935768059,20.013074261032653
Meizu,Android,12.83,yes,no,13.0,8.0,64.0,4,3400,155,2017,650,4.374876131,5.346964663,18.180193684964323
Meizu,Android,12.75,yes,no,13.0,5.0,16.0,4,3000,143,2017,606,4.071417058,4.862057943,16.261445138437754
Meizu,Android,12.83,yes,no,13.0,5.0,16.0,4,3060,175,2016,789,4.508108473,5.246181612,14.06876836500947
Meizu,Android,12.88,yes,no,12.0,5.0,64.0,4,3400,158,2016,762,5.127825562,6.311226513,18.750728540045355
Meizu,Android,12.83,yes,no,16.0,5.0,16.0,4,3150,149,2016,718,4.30662937,5.236441963,17.756572106975156
Meizu,Android,12.7,yes,no,13.0,5.0,32.0,4,2760,139,2016,908,4.065430552,5.076485455,19.916434548318833
Meizu,Android,12.83,yes,no,13.0,5.0,32.0,4,3260,158,2016,1054,4.156693187,5.242804657,20.71622997721007
Meizu,Android,12.75,yes,no,12.0,5.0,64.0,4,3060,163,2016,1084,5.122236297,6.062272437,15.506332811152745
Meizu,Android,12.75,yes,no,13.0,5.0,32.0,4,3060,138,2016,931,4.195395806,4.796946902,12.540290903557736
Meizu,Android,15.24,yes,no,13.0,5.0,64.0,4,3060,189,2016,757,4.814539304,5.599532453,14.018905249480834
Meizu,Android,12.83,yes,no,13.0,5.0,32.0,4,3060,172,2016,704,4.565805462,5.397845909,15.41430528079196
Meizu,Android,12.83,yes,no,12.0,5.0,32.0,4,3060,155,2016,606,4.457134107,5.697898531,21.775825196772004
Meizu,Android,12.7,yes,no,13.0,5.0,32.0,4,3060,138,2016,789,4.151512235,4.784069226,13.222153800832137
Meizu,Android,12.7,yes,no,13.0,5.0,32.0,4,3060,132,2016,869,4.104129863,4.864066907,15.6234907646183
Meizu,Android,12.75,yes,no,21.0,5.0,32.0,4,2560,160,2016,1063,4.923696642,6.014717099,18.139181594781768
Meizu,Android,12.83,yes,no,13.0,5.0,32.0,4,3060,163,2016,959,4.55902153,5.195398313,12.248854556688158
Meizu,Android,12.83,yes,no,13.0,5.0,16.0,4,3140,149,2015,966,4.428074948,5.14107859,13.868755933567634
Meizu,Android,12.88,yes,no,21.0,5.0,32.0,4,3050,168,2015,752,4.846546506,5.963296527,18.727058363502366
Meizu,Android,12.7,yes,no,13.0,5.0,16.0,4,3095,131,2015,791,4.01259206,4.860122434,17.43845727158897
Meizu,Android,12.83,yes,no,20.7,5.0,16.0,4,3150,149,2015,944,4.794219064,5.341137364,10.239734774213154
Meizu,Android,12.83,yes,no,13.0,5.0,16.0,4,3095,149,2015,725,4.568609931,5.304050898,13.865646863933993
Meizu,Android,12.83,yes,no,13.0,5.0,16.0,4,0,145,2014,986,4.177919486,4.863603658,14.098274041556355
Meizu,Android,12.7,yes,no,13.0,5.0,32.0,4,2500,128,2015,629,4.388505601,4.604169686,4.684103751774699
Meizu,Android,12.83,yes,no,20.7,5.0,16.0,4,0,158,2014,1043,4.878854749,5.990639207,18.558694983682063
Meizu,Android,13.61,yes,no,20.7,2.0,16.0,4,0,147,2014,1007,4.742320024,5.826118095,18.602404780124875
Meizu,Android,12.73,no,no,8.0,2.0,16.0,4,2400,143,2013,878,4.688959712,5.914502506,20.72097852282151
Micromax,Android,12.7,yes,no,8.0,5.0,16.0,4,4000,151,2017,664,4.217004575,4.608962984,8.504264633078682
Micromax,Android,12.83,yes,no,13.0,5.0,32.0,4,4000,162,2017,607,4.427716761,4.948334268,10.521065853750846
Micromax,Android,10.16,yes,no,2.0,0.3,16.0,4,1300,120,2017,645,3.122364924,3.907412393,20.09123660472558
Micromax,Android,12.83,yes,no,13.0,13.0,128.0,4,3200,164,2017,879,4.797607077,5.885270351,18.481109772895795
Micromax,Android,10.29,yes,no,5.0,2.0,32.0,4,1800,140,2017,742,3.886089623,4.084462562,4.856769672602022
Micromax,Android,12.83,yes,no,8.0,5.0,32.0,4,3000,151,2017,859,4.019980147,4.619960271,12.986694447702101
Micromax,Android,12.7,yes,no,8.0,2.0,32.0,4,4000,151,2017,868,3.971234865,4.510969391,11.964934345971042
Micromax,Android,10.29,yes,no,5.0,2.0,32.0,4,1800,151,2017,808,3.804660487,4.38152651,13.165868600438973
Micromax,Android,10.29,yes,no,5.0,2.0,32.0,4,1800,156,2016,901,3.798182189,4.257738109,10.793428534944214
Micromax,Android,10.16,yes,no,5.0,2.0,32.0,4,1600,159,2016,564,3.831680253,4.084462562,6.188875651640743
Micromax,Android,12.7,yes,no,5.0,2.0,32.0,4,2000,165,2016,958,4.050392675,4.277360322,5.306255024451024
Micromax,Android,12.7,yes,no,8.0,5.0,16.0,4,2000,151,2016,562,3.948162052,4.374624305,9.748545778264276
Micromax,Android,15.24,yes,no,8.0,5.0,32.0,4,3000,159,2016,883,4.032823706,4.601362948,12.355887775536543
Micromax,Android,12.7,no,no,5.0,2.0,32.0,4,2000,159,2016,1026,3.71210758,3.90459549,4.9297785261745535
Micromax,Android,12.83,no,no,8.0,5.0,32.0,4,2500,159,2016,999,4.182660643,4.272490748,2.1025231018241604
Micromax,Android,12.7,yes,no,13.0,5.0,16.0,4,2500,159,2016,617,4.296060166,4.606669062,6.742591920964861
Micromax,Android,10.29,yes,no,5.0,5.0,32.0,4,1750,159,2016,962,3.909820582,4.615912283,15.296904657405944
Micromax,Android,12.83,no,no,8.0,5.0,16.0,4,2500,159,2016,1073,4.148674907,4.380650688,5.29546401943108
Micromax,Android,12.83,yes,no,13.0,5.0,16.0,4,3000,159,2016,683,4.564035643,5.186211933,11.996738622289534
Micromax,Android,12.83,yes,no,13.0,8.0,32.0,4,3000,162,2016,736,4.44370952,4.508438997,1.4357403314777557
Micromax,Android,12.7,no,no,5.0,2.0,32.0,4,3000,143,2015,750,4.325985244,5.132085671,15.707072692785523
Micromax,Android,12.7,yes,no,13.0,5.0,16.0,4,2100,128,2015,992,4.11887456,4.857328702,15.2028859339073
Micromax,Android,12.83,yes,no,13.0,5.0,16.0,4,2500,145,2015,1031,4.429387206,5.007831367,11.550791522489366
Micromax,Android,10.34,yes,no,8.0,5.0,32.0,4,2000,143,2015,704,4.037950562,4.506785284,10.402863514808628
Micromax,Android,12.7,no,no,13.0,5.0,16.0,4,2500,143,2015,725,4.378144107,4.802051894,8.827638608605175
Micromax,Android,12.7,yes,no,8.0,2.0,16.0,4,2000,155,2015,567,3.965374181,4.07090533,2.592326287283138
Micromax,Android,12.75,yes,no,13.0,5.0,16.0,4,2900,143,2015,747,4.477109516,5.122772794,12.603785175798304
Micromax,Android,12.83,no,no,13.0,5.0,32.0,4,2820,143,2015,925,4.401829262,5.016816153,12.258509625317739
Micromax,Android,12.7,no,no,13.0,2.0,32.0,4,2500,135,2015,669,3.993234261,4.50313746,11.323287453010588
Micromax,Android,7.75,no,no,1.3,0.3,16.0,4,1200,143,2015,731,3.189652966,3.67478053,13.201538433099294
Micromax,Android,12.7,no,no,8.0,5.0,32.0,4,2800,144,2015,1014,4.348728349,4.790985632,9.231029207144156
Micromax,Android,10.36,yes,no,8.0,5.0,16.0,4,2000,97,2015,898,4.573473099,5.524376663,17.212866211110484
Micromax,Android,20.32,no,no,5.0,2.0,32.0,4,4000,143,2015,625,3.829293358,4.882119872,21.564945998933464
Micromax,Android,12.7,yes,no,13.0,5.0,16.0,4,2260,143,2015,794,4.169761202,5.437513932,23.31493299795006
Micromax,Android,10.29,no,no,5.0,2.0,32.0,4,1700,136,2015,624,3.58850648,4.513931706,20.501533613588087
Micromax,Android,15.24,no,no,8.0,2.0,32.0,4,3000,143,2015,675,4.249637447,4.93842296,13.947479156382345
Micromax,Android,12.7,no,no,13.0,5.0,16.0,4,2400,143,2015,810,4.437934267,5.007229501,11.369465567462116
Micromax,Android,10.34,no,no,8.0,2.0,32.0,4,2000,143,2015,1064,3.817492522,4.704291277,18.85084708371896
Micromax,Android,12.83,no,no,5.0,0.3,32.0,4,2820,143,2015,601,3.860940215,4.690338198,17.68311682414847
Micromax,Android,10.34,no,no,8.0,2.0,32.0,4,2000,134,2015,901,3.969348072,4.229749199,6.156420032222335
Micromax,Android,10.16,no,no,0.3,0.3,16.0,4,1200,123,2015,734,3.341447377,4.110217911,18.703887498095234
Micromax,Android,12.7,no,no,8.0,2.0,32.0,4,3000,170,2015,957,4.140273494,4.852342715,14.674751204171699
Micromax,Android,10.16,no,no,2.0,0.3,16.0,4,1450,143,2015,740,3.451890496,4.096176217,15.728955173512258
Micromax,Android,12.7,no,no,5.0,0.3,16.0,4,1800,143,2015,801,3.711863291,4.378018613,15.215908859362361
Micromax,Android,10.29,no,no,5.0,0.3,32.0,4,1700,143,2015,667,3.626738058,4.495690085,19.32855714185645
Micromax,Android,10.16,no,no,2.0,0.3,16.0,4,1300,146,2014,1052,3.444895237,4.071928523,15.39892663778962
Micromax,Android,10.29,no,no,8.0,2.0,32.0,4,2000,138,2015,798,4.021953065,4.584559232,12.27176133035945
Micromax,Android,20.32,no,no,5.0,2.0,32.0,4,4400,310,2015,604,4.580775029,5.006225586,8.49842959913314
Micromax,Android,17.78,no,no,5.0,0.3,32.0,4,3200,306,2015,981,4.286478927,4.486724431,4.463066699983824
Micromax,Android,10.34,no,no,13.0,13.0,16.0,4,2300,138,2014,575,4.71088064,5.47884565,14.016912668455994
Micromax,Android,12.7,no,no,8.0,2.0,32.0,4,3000,143,2015,954,3.875359021,5.011235114,22.66658951655805
Micromax,Android,10.34,no,no,8.0,5.0,32.0,4,2000,123,2014,672,4.091674334,5.005689752,18.259529920623013
Micromax,Android,10.29,no,no,5.0,2.0,16.0,4,1700,136,2014,920,3.425889994,4.368561384,21.578531400578814
Micromax,Android,12.7,no,no,13.0,5.0,32.0,4,2500,146,2014,871,4.213016092,5.137502866,17.994866340966045
Micromax,Android,10.16,no,no,2.0,0.3,16.0,4,2000,146,2014,1032,3.577947893,4.23757873,15.566220217458943
Micromax,Android,12.83,no,no,8.0,2.0,32.0,4,2350,146,2014,1066,4.343935284,4.934761662,11.972743943231196
Micromax,Android,12.7,no,no,8.0,2.0,32.0,4,2000,138,2014,1054,3.819249605,5.134032172,25.60916104442363
Micromax,Android,10.16,no,no,5.0,0.3,16.0,4,1750,146,2014,1050,3.629394807,4.503026712,19.400993173588784
Micromax,Android,12.83,no,no,16.0,5.0,32.0,4,2300,146,2014,756,4.812428228,5.710791189,15.730971966378442
Micromax,Windows,12.7,no,no,8.0,2.0,32.0,4,2000,146,2014,668,3.891820298,4.800819203,18.934245731061324
Micromax,Windows,10.16,no,no,5.0,0.3,32.0,4,1500,146,2014,855,3.749033377,4.366151286,14.134139395920146
Micromax,Android,10.16,no,no,2.0,0.3,16.0,4,2100,146,2014,730,3.526360525,4.072098953,13.401895049675636
Micromax,Android,10.34,no,no,5.0,2.0,16.0,4,2000,158,2014,797,3.854817532,4.500476115,14.346450608815186
Micromax,Android,12.7,no,no,5.0,0.3,16.0,4,1900,180,2014,759,3.677565694,4.506012614,18.38536619773431
Micromax,Others,5.28,no,no,0.3,2.0,16.0,4,3000,146,2014,664,2.351375257,2.989211057,21.3379312413001
Micromax,Android,12.7,no,no,8.0,2.0,16.0,4,2000,159,2014,791,4.178379291,4.805413517,13.048496737726229
Micromax,Android,12.7,no,no,8.0,2.0,16.0,4,2000,168,2014,584,4.057334737,4.71115051,13.878048931194106
Micromax,Android,15.24,no,no,5.0,0.3,32.0,4,2500,202,2014,653,3.769998505,4.621437158,18.423676962178433
Micromax,Android,10.16,no,no,2.0,0.3,512.0,0,1600,146,2014,930,3.054944133,3.903587527,21.7400887806454
Micromax,Others,5.18,no,no,0.3,0.3,16.0,4,2800,260,2013,1037,2.383242996,2.949688335,19.20356575570212
Micromax,Others,5.16,no,no,0.3,0.3,16.0,4,1800,118,2013,868,2.753023567,2.940747965,6.383559564921772
Micromax,Android,12.7,no,no,8.0,2.0,16.0,4,1900,146,2014,633,3.898532415,5.240370407,25.60578523624199
Micromax,Android,7.75,no,no,1.3,2.0,512.0,0,1500,146,2014,876,2.96784707,3.899342952,23.888534388139146
Micromax,Android,12.7,no,no,16.0,8.0,32.0,4,2350,154,2014,888,4.509649984,5.47884565,17.689778612398033
Micromax,Android,10.34,no,no,8.0,5.0,16.0,4,1800,110,2014,883,3.958333908,5.141312618,23.009274049166557
Micromax,Android,10.29,no,no,5.0,5.0,16.0,4,1800,147,2014,635,3.715764783,4.600459106,19.230565963431037
Micromax,Android,15.24,no,no,8.0,5.0,16.0,4,2450,180,2014,983,4.172385267,5.127469732,18.626818195325814
Micromax,Android,12.7,no,no,8.0,2.0,16.0,4,2000,147,2013,613,4.285240366,5.007630785,14.425792356015318
Micromax,Android,10.16,no,no,2.0,0.3,512.0,0,1500,118,2013,1015,3.205587931,4.097506226,21.767344472608492
Micromax,Android,12.7,no,no,5.0,0.3,16.0,4,3000,118,2013,769,3.592093185,4.506012614,20.28222083001919
Micromax,Android,12.7,no,no,12.0,2.0,16.0,4,2000,118,2013,692,4.154027564,5.187832633,19.927494623167433
Micromax,Android,12.7,no,no,13.0,5.0,16.0,4,2000,118,2013,723,4.546693256,5.483343596,17.081737148174874
Micromax,Android,20.32,no,no,5.0,2.0,16.0,4,4800,118,2013,1032,4.344324767,5.143941661,15.544828201736491
Micromax,Android,10.29,no,no,5.0,0.3,16.0,4,1500,118,2013,793,3.654029177,4.505239347,18.893783535980468
Micromax,Android,10.29,no,no,2.0,0.3,16.0,4,1850,118,2013,577,3.248046202,4.098336583,20.74720716026657
Micromax,Android,12.88,no,no,12.0,5.0,16.0,4,2600,220,2013,1047,4.447580265,5.436120871,18.184669352617856
Micromax,Android,12.7,no,no,5.0,0.3,16.0,4,2000,118,2013,781,3.845883203,4.694919478,18.084149876872498
Micromax,Android,12.7,no,no,13.0,5.0,16.0,4,2000,158,2013,965,4.023922098,5.429214041,25.88389281372228
Micromax,Android,10.29,no,no,5.0,0.3,16.0,4,1800,118,2013,956,3.747619949,4.706010501,20.365244654603877
Micromax,Android,12.7,no,no,8.0,2.0,16.0,4,2000,164,2013,823,4.058199116,5.191010514,21.822560269235474
Micromax,Others,5.28,no,no,0.3,0.3,16.0,4,2000,108,2013,603,2.715356776,3.003204288,9.584679708608618
Micromax,Others,5.28,no,no,0.3,0.3,16.0,4,2000,98,2013,748,2.346601978,3.020424886,22.308878168870976
Micromax,Others,5.23,no,no,0.3,0.3,16.0,4,2000,118,2013,596,2.714694744,2.955430977,8.145554231294092
Micromax,Others,5.18,no,no,0.3,0.3,16.0,4,2000,118,2013,694,2.691243083,3.045474365,11.631399235238685
Micromax,Others,5.13,no,no,0.3,0.3,16.0,4,2000,118,2013,1016,2.935982269,3.725693427,21.196353738527822
Micromax,Others,5.28,no,no,0.3,0.3,16.0,4,2000,92,2013,946,2.267993648,3.406848053,33.428388565705134
Micromax,Android,12.78,no,no,8.0,2.0,16.0,4,2100,168,2013,780,4.249780131,5.248706866,19.031863666664908
Micromax,Android,17.78,no,no,2.0,0.3,16.0,4,3000,370,2013,706,4.336375289,4.865455368,10.874215031952584
Micromax,Android,17.78,no,no,2.0,0.3,16.0,4,3000,323,2013,726,4.242045918,4.79974964,11.619433591957106
Micromax,Android,17.78,no,no,2.0,0.3,16.0,4,2000,118,2013,645,3.742894042,4.58394655,18.34778173842363
Micromax,Android,12.7,no,no,3.15,0.3,16.0,4,2000,186,2013,1025,3.867443962,4.49635928,13.987212294120772
Micromax,Android,10.29,no,no,5.0,0.3,16.0,4,2000,149,2013,969,3.969348072,4.774659764,16.86636811426633
Micromax,Android,7.75,no,no,3.15,0.3,16.0,4,2000,109,2013,833,3.134624272,4.237145361,26.02037445181716
Micromax,Android,7.75,no,no,2.0,0.3,512.0,0,1500,118,2013,1008,3.137665769,4.217004575,25.59491664767758
Micromax,Android,12.7,no,no,5.0,0.3,16.0,4,2000,118,2013,667,3.839022113,5.011901159,23.40187902336882
Micromax,Android,12.7,no,no,8.0,2.0,16.0,4,2000,156,2013,669,3.814189645,5.431930006,29.782054614346592
Micromax,Android,10.08,no,no,3.15,0.3,1024.0,4,1450,118,2013,836,3.437207819,4.503912354,23.683954108312996
Microsoft,Windows,12.7,yes,no,8.0,5.0,16.0,4,2000,122,2016,961,4.033532423,5.008900457,19.472697498647868
Microsoft,Windows,12.88,yes,no,20.0,5.0,32.0,4,3340,165,2015,931,4.959552504,5.85555891,15.30180841439096
Microsoft,Windows,12.88,yes,no,20.0,5.0,32.0,4,3340,165,2015,820,4.910151756,5.853494748,16.115893711569786
Microsoft,Windows,12.75,yes,no,20.0,5.0,32.0,4,3000,150,2015,692,4.844738116,5.632358078,13.983840357672655
Microsoft,Windows,12.75,yes,no,20.0,5.0,32.0,4,3000,150,2015,751,4.684443367,5.635896134,16.88201386927831
Microsoft,Windows,10.34,yes,no,5.0,2.0,32.0,4,2100,141,2015,790,3.818591061,4.498364182,15.111562636926593
Microsoft,Windows,12.7,no,no,8.0,5.0,32.0,4,2200,152,2015,965,3.964615456,4.611847841,14.03412270556738
Microsoft,Windows,10.16,no,no,2.0,0.3,32.0,4,1500,127,2015,890,3.385745277,4.237145361,20.093719036324558
Microsoft,Windows,12.88,yes,no,13.0,5.0,32.0,4,3000,171,2015,823,4.428671642,5.306335138,16.539918289646476
Microsoft,Windows,12.88,yes,no,13.0,5.0,32.0,4,3000,171,2015,956,4.195245147,5.297116646,20.801344819016858
Microsoft,Windows,12.88,no,no,13.0,5.0,32.0,4,3000,171,2015,949,4.249352018,5.130785895,17.179315119326375
Microsoft,Windows,12.88,no,no,13.0,5.0,32.0,4,3000,171,2015,937,4.458408805,5.143474781,13.31912773307714
Microsoft,Windows,12.7,yes,no,8.0,1.0,32.0,4,2500,145,2015,874,4.248066579,5.019661105,15.371446594899165
Microsoft,Windows,12.7,yes,no,8.0,1.0,32.0,4,2500,145,2015,564,4.277499105,4.786741461,10.638601648930788
Microsoft,Windows,12.7,no,no,8.0,1.0,32.0,4,2500,145,2015,1017,4.387884444,5.132970914,14.515696318632996
Microsoft,Windows,10.16,no,no,5.0,0.3,32.0,4,1560,136,2015,1083,3.805773206,4.509870006,15.612352441716917
Microsoft,Windows,10.16,no,no,5.0,0.3,32.0,4,1560,136,2015,696,3.682358237,4.489871562,17.98522104361257
Microsoft,Windows,10.16,no,no,2.0,0.3,32.0,4,1560,134,2015,670,3.581015808,4.261834449,15.974779150789114
Microsoft,Windows,10.16,no,no,2.0,0.3,32.0,4,1560,134,2015,708,3.640214282,4.228438297,13.911141033258884
Microsoft,Windows,12.7,no,no,5.0,5.0,32.0,4,1905,146,2014,683,3.808438689,4.381026134,13.069710782053964
Microsoft,Windows,12.7,no,no,5.0,5.0,32.0,4,1905,146,2014,1089,3.930059368,4.382151627,10.316673120448364
